date;agua_vermelha;belo_monte;dona_francisca;emborcacao;furnas;ita;itaipu;itumbiara;lageado;nova_avanhandava;nova_ponte;porto_primavera;rosana;salto_caxias;santa_cecilia;santo_antonio;sao_luiz_do_tapajos;sao_simao;serra_da_mesa;sobradinho;teles_pires;tres_marias;tucurui;xingo
1985-03-01;263.1;331.83;196.24;248.69;275.71;130.71;184.34;264.76;229.89;200.96;247.12;181.39;218.95;123.3;254.36;209.61;338.21;281.24;230.05;151.53;304.62;259.52;293.19;175.67
1985-04-01;102.15;261.02;183.56;43.75;64.68;128.49;136.4;81.81;127.59;120.33;45.63;121.18;113.17;177.7;104.63;193.17;248.41;110.29;103.28;58.07;261.47;38.58;220.57;214.02
1985-05-01;20.24;108.07;217.16;19.71;27.52;115.51;103.05;19.16;34.96;46.99;17.12;81.19;47.29;57.75;48.01;66.1;84.01;16.75;22.95;16.5;41.04;21.8;74.08;44.81
1985-06-01;11.32;32.76;94.75;5.62;11.6;57.31;46.49;4.99;3.27;23.79;6.96;34.2;18.33;45.93;20.2;25.05;14.78;7.83;4.07;4.24;5.16;8.87;14.35;42.78
1985-07-01;7.81;16.84;198.83;5.23;6.26;92.69;70.86;5.1;3.51;14.64;6.71;34.44;26.85;80.12;9.7;33.17;16.99;7.6;4.19;2.88;5.68;6.24;7.64;21.19
1985-08-01;8.94;22.96;258.84;4.64;16.97;132.67;33.01;5.21;3.59;17.57;6.81;16.77;12.6;49.71;35.27;44.75;29.67;8.19;4.55;2.76;11.64;8.07;9.95;11.59
1985-09-01;31.93;71.85;185.26;53.12;76.85;96.63;53.83;43.05;30.44;52.71;64.76;45.61;26.14;89.98;91.08;103.88;92.24;28.75;40.92;30.63;98.29;67.55;48.35;5.16
1985-10-01;71.59;191.09;52.47;113.5;92.2;95.32;108.6;122.77;196.16;55.29;121.29;59.5;73.31;123.83;86.31;111.8;214.41;103.09;141.05;117.77;218.26;93.06;171.43;15.16
1985-11-01;200.78;192.86;21.47;208.07;206.54;84.74;78.13;199.69;207.37;146.97;181.95;111.24;120.53;82.41;156.39;199.13;220.1;195.08;200.08;170.88;227.05;221.62;202.9;36.27
1985-12-01;188.79;349.32;75.8;256.96;285.1;80.79;75.56;262.44;391.34;136.77;231.34;92.03;92.45;75.36;239.51;208.55;322.28;195.67;422.45;310.09;281.48;260.68;324.97;141.65
1986-01-01;234.07;270.25;108.15;272.95;234.39;132.62;174.1;240.03;244.49;162.86;299.07;162.07;212.52;195.54;205.81;243.42;375.15;232.11;242.51;181.94;340.67;285.99;268.76;39.05
